cluster,solar,dni,ghi,gti,clearsky_dni,clearsky_gti,cloud_opacity,relative_humidity,air_temp,precipitation_rate
0,-0.4600458707741109,1.5088469270354716,0.40874750945891375,0.9611649173654522,1.7159682171234167,1.4083922492793128,-0.5663408596445922,-0.03652032535097421,-1.8053784624321005,-0.35481507920254857
1,0.45721216193245967,0.6488480968389904,0.9560016915032873,0.9303561852368119,-0.32499066581154673,0.1285623616455888,-0.6207746297838301,-1.0202317295392231,0.5794497080743679,-0.591867743992711
2,-0.2322170134000123,-0.24936543306596376,-0.9408108326167247,-0.5982781530916135,-0.8987951375284221,-1.1760089628442347,-0.5338111238332756,0.2207327534480877,-0.5172341433711054,-0.4281475137452259
3,-0.13514555393650451,-0.8596962013477889,-0.35521300234555986,-0.7252361731215994,0.4401728254294748,0.2964472705472135,1.1094956225429968,0.8088946477564974,0.3295089220677416,0.9493647157190174
