k,inertia,silhouette_score
2,12548.824645501894,0.28195475780847906
3,10006.481934528523,0.28263160678456134
4,8122.573615739638,0.313199547503533
5,7170.810006354473,0.28408004201921494
6,6323.332318725479,0.26142256294522687
7,5587.540851868301,0.2732414724746787
8,5171.241217237032,0.26529398641596896
9,4811.948694895335,0.26206248719488284
10,4510.192428814906,0.24800589804103002
