cluster,hydro,precipitation_rate,relative_humidity,surface_pressure
0,-0.13935142352563226,-0.5284172671774497,-0.00884227407326854,0.4180918827850623
1,-0.13734751595466269,-0.04444791431366564,0.24199941183472046,-1.4700373691930901
2,-0.14096724887645393,-0.6459802727324778,-1.7066101177262827,0.34563036409745723
3,-0.14351636363252554,0.5532040819822526,0.7962250590804529,0.3179069259726024
4,14.178355805765893,-0.2739369336020849,-0.6294073870405598,0.36190686575577197
5,0.5155614826492643,-0.2802661031222781,0.08971239816386031,-4.028725954694046
6,-0.19618322419773931,2.8606226535890333,1.1943490358194926,0.06690578461144495
7,3.354923781223858,-0.5526647077035263,-0.5934963978531171,0.22101483751880385
