cluster,biomass,relative_humidity,air_temp,precipitation_rate
0,3.8333565729607777,-0.22726525208132697,0.2770473622712024,-0.27364604682074617
1,-0.34250381114627193,0.19459561316584167,-1.2270613907925907,-0.38956166498344524
2,0.07591715930007366,-0.8481515623972441,0.5660342187994358,-0.5615229641755383
3,-0.3179961070195872,0.896236040667053,0.2985486186838258,1.041334536922073
