k,inertia,silhouette_score
2,5470.215892949513,0.28526047869705806
3,4208.912922832046,0.30859256388034795
4,3210.839748751029,0.34176574013292754
5,2508.3103969645713,0.32580909257061497
6,2105.120957696421,0.33238920868434213
7,1800.4886352967737,0.32410939932682287
8,1532.9047873991371,0.3407301569777087
9,1399.34150816498,0.32626262408261114
10,1300.8789822099677,0.29378260145750834
