cluster,solar,dni,ghi,gti,clearsky_dni,clearsky_dhi,clearsky_gti,cloud_opacity,relative_humidity,air_temp,precipitation_rate
0,0.41013812478950457,0.5907231677475946,0.9330688663235643,0.8925718418994409,-0.3488975060942853,0.7167795999338881,0.11843450165691641,-0.5907912623650418,-0.9685316481323487,0.587249126802691,-0.5681258683574963
1,-0.20510904269272923,-0.2631370740886054,-1.0082521217790514,-0.6277031866183598,-0.9147943073557513,-0.19890166214736918,-1.241562719098939,-0.549597060374813,0.21847323195172288,-0.5622148548629186,-0.4341425029291609
2,-0.12825904132753588,-0.8766210691886663,-0.36862960897132246,-0.7523962035379475,0.4414856091682027,-0.113422556106302,0.2917010182715224,1.1310681071179056,0.8209298807593651,0.33174519277507036,0.9682785334033138
3,-0.45663417312100335,1.4479939108558513,0.34049795818519213,0.8739530642953985,1.6328966123944952,-1.4811200475120532,1.319532137616225,-0.5395405507979503,0.009555386172792609,-1.7086885670767475,-0.3420381342000513
