solar_cluster,solar,dni,ghi,gti,clearsky_dni,clearsky_dhi,clearsky_gti,cloud_opacity,relative_humidity,air_temp,precipitation_rate
0,377.57984957394996,173.07374217119786,231.1344450005656,239.63595648036855,235.6609114562281,94.22723089271277,270.93535342742587,18.920612166284613,58.84485997139567,27.423490324411556,0.050237468243019466
1,115.27007926935097,121.22336281832835,149.20159437030514,176.60884064970725,194.6379051967274,72.1103747206086,225.67273950252837,19.628235936214697,75.30344844629923,17.695599426332983,0.08623672673279079
2,148.00156682493275,83.46381253673546,175.66794470601747,172.21610216494372,292.64274566562614,74.37715631549615,276.58949452507727,48.34581171445777,83.6548611316912,25.269112245691762,0.4621836659282529
3,7.973464178787878,225.00152764343102,205.44392759624264,239.53533436133645,378.25147262295553,41.60600958801611,310.7893814648784,19.7905874528303,72.40452458072978,8.019946944611204,0.11074934540383055
