state_ut,year,month,latitude,longitude,wind,solar,biomass,hydro,air_temp,albedo,clearsky_dhi,clearsky_dni,clearsky_gti,cloud_opacity,dni,ghi,gti,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,cluster
Sikkim ,2022,DEC,27.533,88.5122,0.0,0.0,0.0,0.0,6.907258064516129,0.1887096774193548,50.20430107526882,218.6801075268817,218.0067204301075,29.46693548387097,129.7647849462365,130.2836021505376,165.1344086021505,0.1620967741935484,82.95456989247312,948.4853494623655,1.239784946236559,0
Sikkim ,2023,JAN,27.533,88.5122,0.0,0.0,0.0,1.02958,5.518817204301075,0.19,50.93682795698925,239.8454301075269,234.5658602150538,17.28212365591398,175.1209677419355,157.6478494623656,203.6922043010753,0.169758064516129,79.46532258064516,949.1077956989246,1.474596774193548,0
Sikkim ,2023,FEB,27.533,88.5122,0.0,0.0,0.0,1.03,7.505952380952381,0.2019642857142857,75.7202380952381,200.4151785714286,236.1160714285714,43.81339285714286,60.87202380952381,129.3497023809524,140.577380952381,0.3577380952380952,84.12008928571429,948.2672619047619,1.386458333333333,0
Sikkim ,2023,MAR,27.533,88.5122,0.0,0.0,0.0,1.02958,9.158602150537634,0.2367741935483871,83.00403225806451,236.635752688172,268.0188172043011,42.36008064516129,84.41801075268818,166.5564516129032,174.1814516129032,0.5232526881720431,85.91370967741936,949.2431451612904,1.257123655913978,0
Sikkim ,2023,APR,27.533,88.5122,0.0,0.0,0.0,1.02958,11.77638888888889,0.2366111111111111,94.25,252.4583333333333,282.2166666666666,39.37513888888888,112.6694444444445,207.0013888888889,207.6069444444445,0.4381944444444444,84.77097222222223,948.0080555555556,1.3275,0
Sikkim ,2023,MAY,27.533,88.5122,0.0,0.0,0.0,1.02958,13.70833333333333,0.1979569892473118,87.42876344086021,295.7137096774193,290.1626344086022,45.61868279569893,102.8938172043011,204.7016129032258,196.1532258064516,0.6334677419354839,83.94247311827957,947.685752688172,1.237096774193548,0
Sikkim ,2023,JUN,27.533,88.5122,0.0,0.0,0.0,1.02958,16.94444444444444,0.1933333333333333,77.19305555555556,324.1611111111111,286.6013888888889,46.77833333333334,69.33055555555555,198.1361111111111,187.3319444444444,1.114027777777778,88.61430555555556,945.1808333333332,1.188611111111111,0
Sikkim ,2023,JUL,27.533,88.5122,0.0,0.0,0.0,1.02958,17.85349462365591,0.1925806451612903,51.78225806451613,378.9932795698925,293.6693548387097,61.03131720430108,22.90188172043011,169.2728494623656,162.25,1.073790322580645,91.41344086021506,946.7315860215054,1.174731182795699,0
Sikkim ,2023,AUG,27.533,88.5122,0.0,0.0,0.0,1.02958,17.82123655913978,0.1909677419354839,52.26344086021506,357.1814516129032,295.997311827957,62.51518817204301,29.68548387096774,166.3037634408602,161.5577956989247,1.190456989247312,92.4122311827957,945.6192204301075,1.085483870967742,0
Sikkim ,2023,SEP,27.533,88.5122,0.0,0.0,0.0,1.02958,17.05833333333333,0.1899444444444444,49.11527777777778,334.9277777777778,294.3166666666667,45.9725,83.84722222222223,178.7638888888889,181.4513888888889,0.3930555555555555,84.96902777777777,948.8811111111112,0.9144444444444444,0
Sikkim ,2023,OCT,27.533,88.5122,0.0,0.0,0.0,1.02958,13.24731182795699,0.1864516129032258,49.34274193548387,297.3790322580645,275.3870967741935,35.39811827956989,111.4610215053764,170.1680107526882,188.3306451612903,0.3700268817204301,85.40134408602151,951.654435483871,1.003763440860215,0
Sikkim ,2023,NOV,27.533,88.5122,0.0,0.0,0.0,1.02958,9.47638888888889,0.1796666666666666,43.01111111111111,274.2541666666667,251.4611111111111,22.69333333333334,168.0388888888889,160.5166666666667,199.3486111111111,0.1456944444444445,82.85763888888889,952.9730555555556,1.045,0
Sikkim ,2023,DEC,27.533,88.5122,0.0,0.0,0.0,1.02958,6.895161290322581,0.1858602150537634,41.78091397849462,252.3212365591398,232.6155913978495,29.20362903225806,132.1088709677419,132.8413978494624,168.1075268817204,0.1397849462365591,80.94395161290323,951.1575268817204,1.210752688172043,0
West Bengal,2019,JAN,22.9868,87.855,0.0,4.53,0.0,14.52,18.26514131897712,0.1660699865410498,84.23956931359353,141.3310901749664,200.0336473755047,6.999192462987886,116.1184387617766,152.2476446837147,181.0780619111709,0.002288021534320323,69.35827725437416,1014.269582772544,3.274293405114401,0
West Bengal,2019,FEB,22.9868,87.855,0.0,5.34,0.0,2.45,22.12202380952381,0.1535119047619048,89.86458333333333,178.9017857142857,236.0029761904762,11.29300595238095,140.4077380952381,180.1354166666667,206.34375,0.1129464285714286,66.03318452380952,1012.002976190476,3.196279761904762,0
West Bengal,2019,MAR,22.9868,87.855,0.0,6.52,0.0,2.86,25.84677419354839,0.1623655913978495,105.5591397849462,183.0456989247312,252.6720430107527,11.71061827956989,138.1962365591398,210.5161290322581,222.8360215053764,0.07446236559139785,71.48145161290323,1008.764516129032,3.472849462365592,0
West Bengal,2019,APR,22.9868,87.855,0.0,6.44,0.0,3.78,29.52222222222222,0.1696111111111111,114.4222222222222,196.4222222222222,263.3861111111111,10.88888888888889,151.3541666666667,240.1902777777778,237.5680555555556,0.08736111111111111,74.15347222222222,1004.965555555556,3.940833333333333,0
West Bengal,2019,MAY,22.9868,87.855,0.0,6.17,0.0,4.23,31.28494623655914,0.1690860215053764,119.1572580645161,200.4905913978495,259.25,12.12217741935484,143.25,242.5954301075269,228.9502688172043,0.2474462365591398,78.78763440860214,1001.119220430107,5.412634408602151,0
West Bengal,2019,JUN,22.9868,87.855,0.0,5.38,0.0,7.21,31.07777777777778,0.17,119.7736111111111,195.8986111111111,247.3416666666667,22.15944444444444,81.3236111111111,201.95,188.7027777777778,0.2895833333333334,79.12083333333334,998.125,4.447777777777778,0
West Bengal,2019,JUL,22.9868,87.855,0.0,4.53,0.0,14.52,30.09543010752688,0.1615591397849462,95.28629032258064,252.8588709677419,261.2567204301075,32.65456989247312,79.52150537634408,187.6370967741935,176.3534946236559,0.2586021505376344,81.79301075268818,997.1942204301075,4.748118279569892,0
West Bengal,2019,AUG,22.9868,87.855,0.0,4.28,0.0,19.38,29.38172043010753,0.1554301075268817,80.3508064516129,270.6827956989247,271.3104838709677,31.14072580645161,73.71774193548387,171.6465053763441,166.1586021505376,0.4147849462365591,85.97728494623655,997.7138440860215,3.966666666666666,0
West Bengal,2019,SEP,22.9868,87.855,0.0,5.01,0.0,18.61,28.69027777777778,0.1507222222222222,70.66805555555555,269.8472222222222,274.1125,33.83805555555556,94.20416666666667,168.4972222222222,170.5375,0.3518055555555556,87.23527777777778,1003.466805555556,4.150694444444444,0
West Bengal,2019,OCT,22.9868,87.855,0.0,5.46,0.0,23.13,27.04569892473118,0.1564516129032258,90.73790322580645,169.2338709677419,228.883064516129,21.86935483870968,88.58064516129032,159.4569892473118,170.9717741935484,0.2751344086021505,84.98629032258064,1008.45752688172,2.366801075268817,0
West Bengal,2019,NOV,22.9868,87.855,0.0,5.31,0.0,10.44,23.86666666666667,0.1596666666666667,84.46527777777777,135.3111111111111,195.6708333333333,10.91541666666667,91.27777777777777,143.6902777777778,164.0,0.08152777777777778,79.87694444444445,1010.195833333333,3.103472222222222,0
West Bengal,2019,DEC,22.9868,87.855,0.0,4.76,0.0,4.16,18.96639784946236,0.1636021505376344,79.86290322580645,121.6572580645161,179.6008064516129,10.9135752688172,79.66397849462365,126.7916666666667,147.2647849462365,0.02096774193548387,78.1475806451613,1013.89435483871,3.125672043010753,0
West Bengal,2020,JAN,22.9868,87.855,0.0,5.04,0.0,85.36,18.06182795698925,0.1615591397849462,81.51881720430107,139.7849462365591,195.4529569892473,11.91922043010753,95.03494623655914,134.6706989247312,157.5752688172043,0.02446236559139785,78.3627688172043,1013.312231182796,3.065860215053763,0
West Bengal,2020,FEB,22.9868,87.855,0.0,5.71,0.0,113.21,20.53591954022988,0.156551724137931,92.09626436781609,170.9655172413793,231.323275862069,12.66235632183908,124.6264367816092,168.6120689655172,191.8850574712644,0.006896551724137931,68.5242816091954,1013.12816091954,2.971408045977011,0
West Bengal,2020,MAR,22.9868,87.855,0.0,6.81,0.0,119.31,26.50672043010753,0.1597311827956989,97.50940860215054,206.5161290322581,260.3158602150538,13.14637096774194,150.8655913978495,216.6075268817204,228.5241935483871,0.02594086021505377,61.55631720430107,1009.02311827957,3.021236559139785,0
West Bengal,2020,APR,22.9868,87.855,0.0,6.84,0.0,75.4,28.91666666666667,0.1679444444444445,109.3625,213.5805555555555,269.7125,18.19305555555556,137.7833333333333,226.375,225.4986111111111,0.2844444444444444,70.26777777777778,1006.304583333333,3.523055555555556,0
West Bengal,2020,MAY,22.9868,87.855,0.0,6.35,0.0,73.33,29.2997311827957,0.1684408602150538,112.1922043010753,216.1653225806452,261.619623655914,36.94704301075269,118.7379032258064,218.8064516129032,207.114247311828,0.2961021505376344,80.33844086021506,1002.333870967742,4.815456989247312,0
West Bengal,2020,JUN,22.9868,87.855,0.0,4.39,0.0,95.72,29.84583333333333,0.169,98.70138888888889,246.5166666666667,257.9763888888889,53.53013888888889,79.60694444444445,188.9361111111111,176.6263888888889,0.2986111111111111,84.25125,999.2709722222222,4.70875,0
West Bengal,2020,JUL,22.9868,87.855,0.0,4.79,0.0,0.0,29.94354838709678,0.161236559139785,82.90188172043011,282.2540322580645,266.3440860215054,57.93091397849462,76.71370967741936,183.7567204301075,172.9623655913979,0.3635752688172043,84.69381720430107,999.4108870967741,4.417204301075269,0
West Bengal,2020,AUG,22.9868,87.855,0.0,4.7,0.0,0.0,29.57795698924731,0.1544623655913979,80.32795698924731,269.5618279569892,270.6236559139785,54.45147849462366,80.18682795698925,178.3064516129032,172.6424731182796,0.5071236559139785,86.67930107526882,997.2596774193548,4.474462365591398,0
West Bengal,2020,SEP,22.9868,87.855,0.0,0.0,0.0,0.0,29.69444444444444,0.1513333333333333,84.4125,231.9277777777778,260.2875,51.38402777777777,95.14027777777778,181.2763888888889,183.1597222222222,0.2325,85.22611111111111,1001.577222222222,3.681388888888889,0
West Bengal,2020,OCT,22.9868,87.855,0.0,0.0,0.0,0.0,28.47177419354839,0.1552150537634409,78.2513440860215,211.5470430107527,247.3951612903226,29.67002688172043,125.6895161290323,174.0860215053764,191.9180107526882,0.1426075268817204,82.57715053763441,1004.394758064516,3.0875,0
