biomass_cluster,biomass,relative_humidity,air_temp,precipitation_rate
0,83.4694869423077,69.12225171377229,24.802013656330384,0.12918911606936576
1,2.1146884845995895,74.97131870482932,12.082394751784886,0.0981048814601816
2,10.266434613540197,60.51371292281269,27.245854685760115,0.05199129079387042
3,2.592151605128205,84.69950684023264,24.983840792819286,0.4818177404037619
