,k,inertia,silhouette_score
0,2,3473.4984779573642,0.8231346730058523
1,3,2050.2855022992817,0.6302688841200735
2,4,1162.436996966487,0.6838962465133885
3,5,845.5573781839299,0.6884169322941879
4,6,594.5816683857836,0.7056188897207487
5,7,433.60556610687956,0.6474077686412948
6,8,342.33560285474033,0.6456860129080904
7,9,267.1802036447671,0.6135206925212086
8,10,219.5980840755343,0.6158239441041714
