cluster,solar,dni,ghi,gti,clearsky_dni,clearsky_gti,cloud_opacity,relative_humidity
0,0.19617643081232222,0.8442509957571259,0.7353251651782693,0.8997982687048304,0.08567784458818184,0.3310354152868247,-0.6682893135012649,-0.7401436349595841
1,-0.16101454360502096,-0.6929307878986014,-0.6035283921835344,-0.7385219874384414,-0.07032128674328732,-0.27170193732650244,0.5485077813066206,0.6074832185074757
