,k,inertia,silhouette_score
0,2,9969.622648861208,0.3013607742260762
1,3,7937.06928170682,0.2843363558962731
2,4,6817.272071703706,0.29084820013666396
3,5,5908.524878907958,0.27930333624286374
4,6,5174.710793988148,0.28259266017577334
5,7,4750.501737771374,0.23869407614925847
6,8,4391.2793582896575,0.2478802136818569
7,9,4106.995221944538,0.24690573474106667
8,10,3816.2499623018107,0.23847652294344915
