cluster,wind,solar,biomass,hydro,air_temp,albedo,clearsky_dhi,clearsky_dni,clearsky_gti,cloud_opacity,dni,ghi,gti,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m
0,0.0,2.824125,0.11484375,102.4274203125,-5.76454276718765,0.3960673213507533,37.2958394158431,446.87530741716625,345.2416613038716,22.972634224458236,219.14005186424288,216.72787195091163,245.4311125668691,0.13949958110889432,72.91101972652717,539.3151582222546,1.3302962786481007
1,100.06542042220039,82.65382149910117,5.084665739299611,13.603239977101168,25.0981288265484,0.15180574557549892,74.80693973752841,292.545487985161,276.81271355452355,49.50772855563923,78.87827243978634,172.35899631117246,168.73111341227005,0.5153904735506185,84.88572380165405,951.8494625050556,4.357985004114193
2,106.85691131750902,170.05046472917837,13.526118514028056,21.897812956212427,27.6063778567405,0.16695526060440552,97.48221376709968,230.92696160798496,271.3581552320278,18.630555691282485,169.417390974997,231.6100105054473,239.06692097814943,0.05702584837868426,59.90532776398393,974.5716912259,5.643630266177101
3,44.80426876373626,88.84058312211539,10.579154686813187,23.30854160826923,18.028434429208005,0.16821170707775113,73.597276690711,187.43691437842983,222.20244766343046,19.718129196802437,116.57110993875777,147.5838730058869,173.87316183365687,0.08780466786138712,75.55031235220059,980.6153344704458,3.2139760796505636
4,978.7935956492757,1112.59591375526,15.821816209039547,150.32315579661017,26.90003885389349,0.18970095665491513,82.43288565216672,249.94280781313807,265.14898597609834,26.786157723232016,152.8715442752272,210.67005838785676,220.41393721062815,0.06906963398562824,60.5985112319908,968.0688482555203,10.562770084376721
5,0.006745283018867924,6.164175903773584,0.0,14.571088660377358,15.3510109046187,0.1479397616964911,48.50554380959041,329.1158022195288,289.3874073160026,21.219648801581425,200.55243264005495,192.38274130714743,224.51587557585248,0.12255197697157243,75.36048072721812,825.936723917882,1.6070295360776432
6,2157.922676105276,645.7267344827586,10.831344827586205,139.4206011724138,29.875165307131383,0.16107378568780126,70.94936812507724,284.94060530218763,251.70467494747248,45.2253752626375,124.26612594240514,213.00714991966382,195.81551260659992,0.14197287109133605,67.68978819058214,991.4729141947843,241.49737825979483
