cluster,biomass,precipitation_rate,air_temp,relative_humidity
0,83.4694869423077,0.12918911606936576,24.802013656330384,69.12225171377229
1,2.1146884845995895,0.0981048814601816,12.082394751784886,74.97131870482932
2,10.266434613540197,0.05199129079387042,27.245854685760115,60.51371292281269
3,2.592151605128205,0.4818177404037619,24.983840792819286,84.69950684023264
