cluster,hydro,precipitation_rate,relative_humidity
0,11.722394624785993,0.7458240016855242,87.27730689441167
1,19.915079930916903,0.15465187002184538,77.67129741748852
2,19.307108238241106,0.038276525810526554,54.051988076168456
3,558.778565,0.07067813779362239,66.60726123185528
4,2453.75,0.12087962962962961,63.215185185185184
