cluster,solar,dni,ghi,gti,clearsky_dni,clearsky_gti,cloud_opacity,relative_humidity
0,286.96995157150036,188.56633994651907,222.86117603895445,240.1494368802423,267.0227118348159,278.12072359435786,17.601164479808368,61.97469172182382
1,133.98477555754508,94.98609406346311,165.9364255586633,172.64073296160655,255.6052064456661,257.8288513102474,38.32572889694704,80.67102951075539
