cluster,hydro,precipitation_rate,relative_humidity
0,-0.17090865395456234,2.0118254402863616,1.0818051209292534
1,-0.11284965965591812,-0.18153921991833502,0.3874272727297789
2,-0.11730002886527395,-0.612666429053735,-1.31420005166268
3,3.701321102017403,-0.4918382044019123,-0.40865761130923245
4,17.11477954066415,-0.3046327920112483,-0.6533093033176071
